Group,Bin_group,product,pre_reading,post_reading,worker_id,age,gender,education,income
T,T,laptop,37,41,A3R4489KD8RIY6,26-35,Male,Bachelors,"$200,001 - $300,000"
LC,C,camera,42,40,A3R9PL8F0HINMD,36-45,Female,High school/GED,Prefer not to say
LC,C,headphone,40,41,A3R9PL8F0HINMD,36-45,Female,High school/GED,Prefer not to say
LC,C,laptop,39,44,A3R9PL8F0HINMD,36-45,Female,High school/GED,Prefer not to say
T,T,camera,45,48,A3RB849M3Q6RPL,18-25,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,39,44,A3RB849M3Q6RPL,18-25,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,38,42,A3RB849M3Q6RPL,18-25,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,41,50,A3RGIKEI8JS2QG,56+,Male,Masters,"0 - $100,000"
T,T,headphone,45,49,A3RGIKEI8JS2QG,56+,Male,Masters,"0 - $100,000"
T,T,laptop,50,50,A3RGIKEI8JS2QG,56+,Male,Masters,"0 - $100,000"
T,T,camera,45,49,A3RN5GD583FY4K,36-45,Male,Bachelors,"0 - $100,000"
T,T,headphone,44,50,A3RN5GD583FY4K,36-45,Male,Bachelors,"0 - $100,000"
T,T,laptop,41,50,A3RN5GD583FY4K,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,34,33,A3RNGM5WLE1OBU,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,33,32,A3RNGM5WLE1OBU,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,30,30,A3RNGM5WLE1OBU,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,37,31,A3S3PIN671FVDK,18-25,Male,High school/GED,"$100,001 - $200,000"
T,T,headphone,31,43,A3S3PIN671FVDK,18-25,Male,High school/GED,"$100,001 - $200,000"
T,T,laptop,43,37,A3S3PIN671FVDK,18-25,Male,High school/GED,"$100,001 - $200,000"
HC,C,camera,32,32,A3S47UVI986K5I,36-45,Male,Bachelors,"0 - $100,000"
HC,C,headphone,29,31,A3S47UVI986K5I,36-45,Male,Bachelors,"0 - $100,000"
HC,C,laptop,31,30,A3S47UVI986K5I,36-45,Male,Bachelors,"0 - $100,000"
HC,C,camera,46,46,A3S61DZ7V2WY04,26-35,Female,Masters,"$200,001 - $300,000"
HC,C,headphone,47,47,A3S61DZ7V2WY04,26-35,Female,Masters,"$200,001 - $300,000"
HC,C,laptop,48,47,A3S61DZ7V2WY04,26-35,Female,Masters,"$200,001 - $300,000"
HC,C,camera,38,41,A3SG7X62O8X691,36-45,Female,Bachelors,"0 - $100,000"
HC,C,headphone,38,44,A3SG7X62O8X691,36-45,Female,Bachelors,"0 - $100,000"
HC,C,laptop,50,49,A3SG7X62O8X691,36-45,Female,Bachelors,"0 - $100,000"
T,T,camera,45,47,A3SQNANPDAFD67,36-45,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,47,42,A3SQNANPDAFD67,36-45,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,50,50,A3SQNANPDAFD67,36-45,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,38,38,A3SSKQAFAOM02T,46-55,Female,Bachelors,"0 - $100,000"
HC,C,headphone,41,40,A3SSKQAFAOM02T,46-55,Female,Bachelors,"0 - $100,000"
HC,C,laptop,47,39,A3SSKQAFAOM02T,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,45,49,A3SZF91DCOQPW3,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,41,A3SZF91DCOQPW3,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,47,46,A3SZF91DCOQPW3,36-45,Female,Bachelors,"0 - $100,000"
HC,C,camera,21,50,A3T08THFEYCKUR,26-35,Female,Masters,"0 - $100,000"
HC,C,headphone,50,48,A3T08THFEYCKUR,26-35,Female,Masters,"0 - $100,000"
HC,C,laptop,50,49,A3T08THFEYCKUR,26-35,Female,Masters,"0 - $100,000"
T,T,camera,26,25,A3T5UAYFKJBVTA,18-25,Female,Masters,"$100,001 - $200,000"
T,T,headphone,20,23,A3T5UAYFKJBVTA,18-25,Female,Masters,"$100,001 - $200,000"
T,T,laptop,24,21,A3T5UAYFKJBVTA,18-25,Female,Masters,"$100,001 - $200,000"
LC,C,camera,47,49,A3TDUHEBFJ53NM,46-55,Male,High school/GED,"0 - $100,000"
LC,C,headphone,50,49,A3TDUHEBFJ53NM,46-55,Male,High school/GED,"0 - $100,000"
LC,C,laptop,50,50,A3TDUHEBFJ53NM,46-55,Male,High school/GED,"0 - $100,000"
T,T,camera,13,10,A3UCMC3O58E3DM,26-35,Male,Masters,"$100,001 - $200,000"
T,T,headphone,10,10,A3UCMC3O58E3DM,26-35,Male,Masters,"$100,001 - $200,000"
T,T,laptop,10,10,A3UCMC3O58E3DM,26-35,Male,Masters,"$100,001 - $200,000"
T,T,camera,33,38,A3UCP8QT39UC3,36-45,Female,Masters,"0 - $100,000"
T,T,headphone,35,35,A3UCP8QT39UC3,36-45,Female,Masters,"0 - $100,000"
T,T,laptop,36,35,A3UCP8QT39UC3,36-45,Female,Masters,"0 - $100,000"
HC,C,camera,45,46,A3UMYHPHCL1W20,26-35,Female,Bachelors,"0 - $100,000"
HC,C,headphone,42,41,A3UMYHPHCL1W20,26-35,Female,Bachelors,"0 - $100,000"
HC,C,laptop,44,50,A3UMYHPHCL1W20,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,33,28,A3UNDL8E74UKWG,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,13,7,A3UNDL8E74UKWG,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,29,28,A3UNDL8E74UKWG,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,46,48,A3UT4PVIWBLFLN,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,43,50,A3UT4PVIWBLFLN,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,33,39,A3UT4PVIWBLFLN,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,39,45,A3V5GWY8P6SRO7,26-35,Male,Masters,"0 - $100,000"
T,T,headphone,50,50,A3V5GWY8P6SRO7,26-35,Male,Masters,"0 - $100,000"
T,T,laptop,50,48,A3V5GWY8P6SRO7,26-35,Male,Masters,"0 - $100,000"
T,T,camera,42,44,A3V6929XT9SAEO,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,44,42,A3V6929XT9SAEO,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,42,43,A3V6929XT9SAEO,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,45,43,A3V7D734PJSSNJ,46-55,Female,Doctorate,"$100,001 - $200,000"
T,T,headphone,40,39,A3V7D734PJSSNJ,46-55,Female,Doctorate,"$100,001 - $200,000"
T,T,laptop,38,36,A3V7D734PJSSNJ,46-55,Female,Doctorate,"$100,001 - $200,000"
HC,C,camera,48,50,A3V94BTK3H750K,26-35,Non-binary,High school/GED,"0 - $100,000"
HC,C,headphone,9,5,A3V94BTK3H750K,26-35,Non-binary,High school/GED,"0 - $100,000"
HC,C,laptop,40,41,A3V94BTK3H750K,26-35,Non-binary,High school/GED,"0 - $100,000"
LC,C,camera,27,27,A3VOYK4UGI5BJF,26-35,Male,Bachelors,"$100,001 - $200,000"
LC,C,headphone,28,26,A3VOYK4UGI5BJF,26-35,Male,Bachelors,"$100,001 - $200,000"
LC,C,laptop,28,26,A3VOYK4UGI5BJF,26-35,Male,Bachelors,"$100,001 - $200,000"
LC,C,camera,46,44,A3W341JMZSKATX,26-35,Male,Bachelors,"0 - $100,000"
LC,C,headphone,48,46,A3W341JMZSKATX,26-35,Male,Bachelors,"0 - $100,000"
LC,C,laptop,47,46,A3W341JMZSKATX,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,25,25,A46X19X6KTN7S,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,25,25,A46X19X6KTN7S,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,25,25,A46X19X6KTN7S,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,34,28,A49A0FF6ZXYDU,46-55,Female,Bachelors,"0 - $100,000"
LC,C,headphone,48,48,A49A0FF6ZXYDU,46-55,Female,Bachelors,"0 - $100,000"
LC,C,laptop,44,46,A49A0FF6ZXYDU,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,20,10,A4ED0EOOFHZTR,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,43,35,A4ED0EOOFHZTR,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,34,12,A4ED0EOOFHZTR,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,45,43,A4KHUXPPVLUVR,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,43,44,A4KHUXPPVLUVR,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,41,46,A4KHUXPPVLUVR,26-35,Male,Bachelors,"$200,001 - $300,000"
LC,C,camera,44,47,A5YRC4QT53JRO,46-55,Male,Masters,"$100,001 - $200,000"
LC,C,headphone,35,35,A5YRC4QT53JRO,46-55,Male,Masters,"$100,001 - $200,000"
LC,C,laptop,47,49,A5YRC4QT53JRO,46-55,Male,Masters,"$100,001 - $200,000"
HC,C,camera,36,34,A61E32KDLN5MZ,26-35,Female,Bachelors,"0 - $100,000"
HC,C,headphone,29,24,A61E32KDLN5MZ,26-35,Female,Bachelors,"0 - $100,000"
HC,C,laptop,39,30,A61E32KDLN5MZ,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,40,40,A62O2TUKHESI2,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,40,42,A62O2TUKHESI2,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,39,41,A62O2TUKHESI2,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,36,40,A6ASUA3LW2EYV,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,40,41,A6ASUA3LW2EYV,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,41,38,A6ASUA3LW2EYV,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,47,47,A6D4ZL7O2NH8M,56+,Female,Masters,"$200,001 - $300,000"
T,T,headphone,48,47,A6D4ZL7O2NH8M,56+,Female,Masters,"$200,001 - $300,000"
T,T,laptop,48,47,A6D4ZL7O2NH8M,56+,Female,Masters,"$200,001 - $300,000"
T,T,camera,37,42,A6HRTXXSGJHP6,18-25,Non-binary,High school/GED,"0 - $100,000"
T,T,headphone,32,45,A6HRTXXSGJHP6,18-25,Non-binary,High school/GED,"0 - $100,000"
T,T,laptop,44,45,A6HRTXXSGJHP6,18-25,Non-binary,High school/GED,"0 - $100,000"
T,T,camera,42,38,A6NNEAQ7VMBRV,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,42,43,A6NNEAQ7VMBRV,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,45,42,A6NNEAQ7VMBRV,36-45,Male,High school/GED,"0 - $100,000"
LC,C,camera,30,40,A6O1VFV32LBS8,56+,Female,Bachelors,"$100,001 - $200,000"
LC,C,headphone,45,45,A6O1VFV32LBS8,56+,Female,Bachelors,"$100,001 - $200,000"
LC,C,laptop,30,50,A6O1VFV32LBS8,56+,Female,Bachelors,"$100,001 - $200,000"
LC,C,camera,37,38,A6R5AQ4D638BH,26-35,Male,Bachelors,"0 - $100,000"
LC,C,headphone,38,37,A6R5AQ4D638BH,26-35,Male,Bachelors,"0 - $100,000"
LC,C,laptop,40,40,A6R5AQ4D638BH,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,40,40,A6XAX4NBQK8W2,56+,Male,Masters,"$500,001 - $1,000,000"
T,T,headphone,40,40,A6XAX4NBQK8W2,56+,Male,Masters,"$500,001 - $1,000,000"
T,T,laptop,44,44,A6XAX4NBQK8W2,56+,Male,Masters,"$500,001 - $1,000,000"
T,T,camera,42,42,A6Y4RWLY82QMO,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,30,33,A6Y4RWLY82QMO,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,42,42,A6Y4RWLY82QMO,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,26,25,A71NZTTHS4AMB,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,25,25,A71NZTTHS4AMB,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,25,25,A71NZTTHS4AMB,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,44,46,A72ON2HDM22OZ,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,49,48,A72ON2HDM22OZ,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,48,48,A72ON2HDM22OZ,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,44,45,A7AOURWTT46B5,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,44,46,A7AOURWTT46B5,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,33,44,A7AOURWTT46B5,56+,Female,High school/GED,"0 - $100,000"
HC,C,camera,39,45,A7GT7BIC7ERWE,26-35,Female,High school/GED,"0 - $100,000"
HC,C,headphone,42,19,A7GT7BIC7ERWE,26-35,Female,High school/GED,"0 - $100,000"
HC,C,laptop,42,25,A7GT7BIC7ERWE,26-35,Female,High school/GED,"0 - $100,000"
HC,C,camera,46,44,A7JSB91ZAI8NZ,26-35,Female,Masters,Prefer not to say
HC,C,headphone,43,41,A7JSB91ZAI8NZ,26-35,Female,Masters,Prefer not to say
HC,C,laptop,48,40,A7JSB91ZAI8NZ,26-35,Female,Masters,Prefer not to say
T,T,camera,41,50,A80HVO7FC5ZXY,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,45,50,A80HVO7FC5ZXY,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,48,47,A80HVO7FC5ZXY,36-45,Female,High school/GED,"0 - $100,000"
LC,C,camera,30,35,A83DI5Q5K6F1F,26-35,Female,Bachelors,"0 - $100,000"
LC,C,headphone,35,30,A83DI5Q5K6F1F,26-35,Female,Bachelors,"0 - $100,000"
LC,C,laptop,35,30,A83DI5Q5K6F1F,26-35,Female,Bachelors,"0 - $100,000"
HC,C,camera,46,45,A84KYYIRZ3K00,36-45,Male,Bachelors,"$100,001 - $200,000"
HC,C,headphone,44,13,A84KYYIRZ3K00,36-45,Male,Bachelors,"$100,001 - $200,000"
HC,C,laptop,42,17,A84KYYIRZ3K00,36-45,Male,Bachelors,"$100,001 - $200,000"
HC,C,camera,38,38,A8BSFVAPZBIUS,46-55,Female,High school/GED,"0 - $100,000"
HC,C,headphone,34,44,A8BSFVAPZBIUS,46-55,Female,High school/GED,"0 - $100,000"
HC,C,laptop,41,47,A8BSFVAPZBIUS,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,37,26,A8DSTQB4187FZ,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,36,18,A8DSTQB4187FZ,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,35,36,A8DSTQB4187FZ,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,40,43,A8JK1LPYSPQ8,36-45,Female,High school/GED,"$200,001 - $300,000"
T,T,headphone,30,37,A8JK1LPYSPQ8,36-45,Female,High school/GED,"$200,001 - $300,000"
T,T,laptop,44,42,A8JK1LPYSPQ8,36-45,Female,High school/GED,"$200,001 - $300,000"
HC,C,camera,29,30,A8K1LPYSPQ8,36-45,Female,High school/GED,"$100,001 - $200,000"
HC,C,headphone,42,42,A8K1LPYSPQ8,36-45,Female,High school/GED,"$100,001 - $200,000"
HC,C,laptop,44,40,A8K1LPYSPQ8,36-45,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,38,39,A8N1MZZ8GZEAV,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,29,22,A8N1MZZ8GZEAV,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,34,40,A8N1MZZ8GZEAV,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,41,44,A8Q0AO83PMO8J,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,42,44,A8Q0AO83PMO8J,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,34,46,A8Q0AO83PMO8J,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,35,33,A8QRIBTE41M10,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,34,32,A8QRIBTE41M10,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,36,34,A8QRIBTE41M10,26-35,Male,High school/GED,"0 - $100,000"
HC,C,camera,41,39,A90B6DGZNL6OY,36-45,Female,Bachelors,"$200,001 - $300,000"
HC,C,headphone,36,38,A90B6DGZNL6OY,36-45,Female,Bachelors,"$200,001 - $300,000"
HC,C,laptop,36,38,A90B6DGZNL6OY,36-45,Female,Bachelors,"$200,001 - $300,000"
T,T,camera,30,28,A9C50EGVTLM2E,26-35,Male,Masters,"0 - $100,000"
T,T,headphone,25,28,A9C50EGVTLM2E,26-35,Male,Masters,"0 - $100,000"
T,T,laptop,26,18,A9C50EGVTLM2E,26-35,Male,Masters,"0 - $100,000"
T,T,camera,38,40,A9EMAGDNG7UUN,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,44,42,A9EMAGDNG7UUN,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,41,38,A9EMAGDNG7UUN,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,camera,37,39,A9HBWRA9LQYLG,36-45,Female,Masters,"$200,001 - $300,000"
T,T,headphone,30,25,A9HBWRA9LQYLG,36-45,Female,Masters,"$200,001 - $300,000"
T,T,laptop,32,40,A9HBWRA9LQYLG,36-45,Female,Masters,"$200,001 - $300,000"
T,T,camera,45,50,A9HIMVROPHE3P,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,45,50,A9HIMVROPHE3P,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,40,48,A9HIMVROPHE3P,36-45,Female,Bachelors,"0 - $100,000"
T,T,camera,34,24,AA3I6BSPTQ96P,46-55,Male,High school/GED,"$100,001 - $200,000"
T,T,headphone,25,24,AA3I6BSPTQ96P,46-55,Male,High school/GED,"$100,001 - $200,000"
T,T,laptop,33,33,AA3I6BSPTQ96P,46-55,Male,High school/GED,"$100,001 - $200,000"
T,T,camera,31,26,AADMC4P43V769,18-25,Male,High school/GED,"0 - $100,000"
T,T,headphone,39,40,AADMC4P43V769,18-25,Male,High school/GED,"0 - $100,000"
T,T,laptop,16,28,AADMC4P43V769,18-25,Male,High school/GED,"0 - $100,000"
T,T,camera,44,47,AAFM5PPF9P0W,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,42,50,AAFM5PPF9P0W,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,37,46,AAFM5PPF9P0W,36-45,Female,Bachelors,"0 - $100,000"
LC,C,camera,50,50,AAH6HJWRC4JD2,26-35,Male,Masters,"$300,001 - $500,000"
LC,C,headphone,50,50,AAH6HJWRC4JD2,26-35,Male,Masters,"$300,001 - $500,000"
LC,C,laptop,50,49,AAH6HJWRC4JD2,26-35,Male,Masters,"$300,001 - $500,000"
T,T,camera,50,50,AAL73YB4TLJUU,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,37,37,AAL73YB4TLJUU,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,50,50,AAL73YB4TLJUU,36-45,Male,High school/GED,"0 - $100,000"
LC,C,camera,41,38,AAX8RKU6YSZX6,18-25,Male,Bachelors,"$100,001 - $200,000"
LC,C,headphone,43,41,AAX8RKU6YSZX6,18-25,Male,Bachelors,"$100,001 - $200,000"
LC,C,laptop,37,31,AAX8RKU6YSZX6,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,40,40,AB6C7RS4ECDQZ,56+,Male,High school/GED,"0 - $100,000"
T,T,headphone,39,40,AB6C7RS4ECDQZ,56+,Male,High school/GED,"0 - $100,000"
T,T,laptop,39,39,AB6C7RS4ECDQZ,56+,Male,High school/GED,"0 - $100,000"
T,T,camera,47,50,AB9UMPS8TMYAF,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,50,AB9UMPS8TMYAF,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,43,46,AB9UMPS8TMYAF,46-55,Female,High school/GED,"0 - $100,000"
LC,C,camera,45,45,ABZKFJ19BGY5R,56+,Male,High school/GED,"$100,001 - $200,000"
LC,C,headphone,32,45,ABZKFJ19BGY5R,56+,Male,High school/GED,"$100,001 - $200,000"
LC,C,laptop,45,44,ABZKFJ19BGY5R,56+,Male,High school/GED,"$100,001 - $200,000"
T,T,camera,40,41,AC515PBP4645N,26-35,Female,Masters,"0 - $100,000"
T,T,headphone,36,41,AC515PBP4645N,26-35,Female,Masters,"0 - $100,000"
T,T,laptop,43,37,AC515PBP4645N,26-35,Female,Masters,"0 - $100,000"
T,T,camera,45,46,ACIWLS3IQPV1J,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,49,48,ACIWLS3IQPV1J,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,47,ACIWLS3IQPV1J,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,39,43,ACMCJFX5P8UGL,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,41,42,ACMCJFX5P8UGL,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,45,44,ACMCJFX5P8UGL,18-25,Male,Bachelors,"$100,001 - $200,000"
LC,C,camera,43,47,AD2LTKLYT85J5,18-25,Female,Bachelors,"0 - $100,000"
LC,C,headphone,41,45,AD2LTKLYT85J5,18-25,Female,Bachelors,"0 - $100,000"
LC,C,laptop,35,45,AD2LTKLYT85J5,18-25,Female,Bachelors,"0 - $100,000"
T,T,camera,17,31,ADP1QUGXHGJRS,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,27,24,ADP1QUGXHGJRS,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,24,20,ADP1QUGXHGJRS,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,29,30,ADVCIFLB5A9B,56+,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,47,45,ADVCIFLB5A9B,56+,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,35,36,ADVCIFLB5A9B,56+,Female,Bachelors,"$100,001 - $200,000"
LC,C,camera,48,50,ADVIP0NLR4XBJ,26-35,Male,High school/GED,"0 - $100,000"
LC,C,headphone,50,50,ADVIP0NLR4XBJ,26-35,Male,High school/GED,"0 - $100,000"
LC,C,laptop,47,48,ADVIP0NLR4XBJ,26-35,Male,High school/GED,"0 - $100,000"
T,T,camera,40,50,ADX202DCO2B2O,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,31,35,ADX202DCO2B2O,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,50,48,ADX202DCO2B2O,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,45,29,ADYCTG39QT3LE,26-35,Male,Masters,"0 - $100,000"
T,T,headphone,50,27,ADYCTG39QT3LE,26-35,Male,Masters,"0 - $100,000"
T,T,laptop,50,24,ADYCTG39QT3LE,26-35,Male,Masters,"0 - $100,000"
T,T,camera,36,36,AE0C5U5HZ7WR9,46-55,Non-binary,High school/GED,"$100,001 - $200,000"
T,T,headphone,26,26,AE0C5U5HZ7WR9,46-55,Non-binary,High school/GED,"$100,001 - $200,000"
T,T,laptop,24,24,AE0C5U5HZ7WR9,46-55,Non-binary,High school/GED,"$100,001 - $200,000"
HC,C,camera,36,36,AE0YSGK7SPZ04,46-55,Male,Masters,"$100,001 - $200,000"
HC,C,headphone,36,40,AE0YSGK7SPZ04,46-55,Male,Masters,"$100,001 - $200,000"
HC,C,laptop,29,36,AE0YSGK7SPZ04,46-55,Male,Masters,"$100,001 - $200,000"
T,T,camera,43,38,AE1A69PS9RKC4,26-35,Male,Masters,"$100,001 - $200,000"
T,T,headphone,40,39,AE1A69PS9RKC4,26-35,Male,Masters,"$100,001 - $200,000"
T,T,laptop,41,41,AE1A69PS9RKC4,26-35,Male,Masters,"$100,001 - $200,000"
T,T,camera,46,47,AEEGYLLTN5M0B,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,46,49,AEEGYLLTN5M0B,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,46,47,AEEGYLLTN5M0B,26-35,Female,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,29,38,AESKW0ROSKQTX,26-35,Female,Masters,"$200,001 - $300,000"
HC,C,headphone,35,31,AESKW0ROSKQTX,26-35,Female,Masters,"$200,001 - $300,000"
HC,C,laptop,34,35,AESKW0ROSKQTX,26-35,Female,Masters,"$200,001 - $300,000"
HC,C,camera,42,38,AEZL2AE6EU4FG,18-25,Male,Masters,"$200,001 - $300,000"
HC,C,headphone,41,38,AEZL2AE6EU4FG,18-25,Male,Masters,"$200,001 - $300,000"
HC,C,laptop,40,36,AEZL2AE6EU4FG,18-25,Male,Masters,"$200,001 - $300,000"
T,T,camera,40,40,AF0M3066S5UF1,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,42,43,AF0M3066S5UF1,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,42,42,AF0M3066S5UF1,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,42,50,AF6NYK9VC3E5U,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,48,50,AF6NYK9VC3E5U,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,45,46,AF6NYK9VC3E5U,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,48,45,AFKYO1HML5XAP,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,43,40,AFKYO1HML5XAP,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,46,45,AFKYO1HML5XAP,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,41,42,AFTUY0I9HS20F,36-45,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,40,40,AFTUY0I9HS20F,36-45,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,38,40,AFTUY0I9HS20F,36-45,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,47,48,AFUKQX9H70EZ,18-25,Male,Bachelors,"0 - $100,000"
HC,C,headphone,43,46,AFUKQX9H70EZ,18-25,Male,Bachelors,"0 - $100,000"
HC,C,laptop,48,44,AFUKQX9H70EZ,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,43,45,AG1ODW7KG7CEP,46-55,Female,Masters,"$100,001 - $200,000"
T,T,headphone,36,45,AG1ODW7KG7CEP,46-55,Female,Masters,"$100,001 - $200,000"
T,T,laptop,41,43,AG1ODW7KG7CEP,46-55,Female,Masters,"$100,001 - $200,000"
T,T,camera,41,22,AG7HIGV4SPMXP,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,38,34,AG7HIGV4SPMXP,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,37,27,AG7HIGV4SPMXP,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,37,38,AG9D9EA2AHGPQ,26-35,Female,Bachelors,"$300,001 - $500,000"
T,T,headphone,37,38,AG9D9EA2AHGPQ,26-35,Female,Bachelors,"$300,001 - $500,000"
T,T,laptop,38,40,AG9D9EA2AHGPQ,26-35,Female,Bachelors,"$300,001 - $500,000"
LC,C,camera,40,30,AGF9BY78OE1I2,26-35,Female,High school/GED,"0 - $100,000"
LC,C,headphone,27,27,AGF9BY78OE1I2,26-35,Female,High school/GED,"0 - $100,000"
